model_key,context_length,compression_ratio,layer,lag,overlap_mean,overlap_std,jaccard_mean,sample_count
mistral_7b_instruct_v03,8192,0.5,22,512,0.6423549056053162,,0.49418506026268,1
mistral_7b_instruct_v03,8192,0.5,22,1024,0.5779162645339966,,0.4399813413619995,1
mistral_7b_instruct_v03,8192,0.5,23,1,0.8632079362869263,,0.7615275979042053,1
mistral_7b_instruct_v03,8192,0.5,23,2,0.8310596942901611,,0.7132865786552429,1
mistral_7b_instruct_v03,8192,0.5,23,4,0.8054577708244324,,0.6767470836639404,1
mistral_7b_instruct_v03,8192,0.5,23,8,0.7846307754516602,,0.6478899717330933,1
mistral_7b_instruct_v03,8192,0.5,23,16,0.7652806639671326,,0.6222216486930847,1
mistral_7b_instruct_v03,8192,0.5,23,32,0.7405774593353271,,0.5910539627075195,1
mistral_7b_instruct_v03,8192,0.5,23,64,0.7197166681289673,,0.5664003491401672,1
mistral_7b_instruct_v03,8192,0.5,23,128,0.6943467259407043,,0.5386670827865601,1
mistral_7b_instruct_v03,8192,0.5,23,256,0.6526007056236267,,0.4954123795032501,1
mistral_7b_instruct_v03,8192,0.5,23,512,0.6180353760719299,,0.4662935733795166,1
mistral_7b_instruct_v03,8192,0.5,23,1024,0.5462633967399597,,0.4057616591453552,1
mistral_7b_instruct_v03,8192,0.5,24,1,0.83455890417099,,0.7192276120185852,1
mistral_7b_instruct_v03,8192,0.5,24,2,0.7969660758972168,,0.6654625535011292,1
mistral_7b_instruct_v03,8192,0.5,24,4,0.7762532234191895,,0.6373353004455566,1
mistral_7b_instruct_v03,8192,0.5,24,8,0.7673331499099731,,0.6253980994224548,1
mistral_7b_instruct_v03,8192,0.5,24,16,0.7554634213447571,,0.6099979281425476,1
mistral_7b_instruct_v03,8192,0.5,24,32,0.7419953346252441,,0.5935781598091125,1
mistral_7b_instruct_v03,8192,0.5,24,64,0.7278644442558289,,0.5773342251777649,1
mistral_7b_instruct_v03,8192,0.5,24,128,0.7027037143707275,,0.5494022369384766,1
mistral_7b_instruct_v03,8192,0.5,24,256,0.6819499135017395,,0.5301278233528137,1
mistral_7b_instruct_v03,8192,0.5,24,512,0.6340755820274353,,0.4848368465900421,1
mistral_7b_instruct_v03,8192,0.5,24,1024,0.5700587034225464,,0.4315560162067413,1
mistral_7b_instruct_v03,8192,0.5,25,1,0.8500194549560547,,0.7420330047607422,1
mistral_7b_instruct_v03,8192,0.5,25,2,0.8155836462974548,,0.6916038393974304,1
mistral_7b_instruct_v03,8192,0.5,25,4,0.7941790223121643,,0.6616554856300354,1
mistral_7b_instruct_v03,8192,0.5,25,8,0.7807472348213196,,0.6431896686553955,1
mistral_7b_instruct_v03,8192,0.5,25,16,0.7691832780838013,,0.6278626322746277,1
mistral_7b_instruct_v03,8192,0.5,25,32,0.7567213773727417,,0.6123635172843933,1
mistral_7b_instruct_v03,8192,0.5,25,64,0.7422605752944946,,0.5953525304794312,1
mistral_7b_instruct_v03,8192,0.5,25,128,0.7173100709915161,,0.56712406873703,1
mistral_7b_instruct_v03,8192,0.5,25,256,0.6909852623939514,,0.5407873392105103,1
mistral_7b_instruct_v03,8192,0.5,25,512,0.644152820110321,,0.4962047636508941,1
mistral_7b_instruct_v03,8192,0.5,25,1024,0.5838918685913086,,0.4465561211109161,1
mistral_7b_instruct_v03,8192,0.5,26,1,0.83124840259552,,0.7138898372650146,1
mistral_7b_instruct_v03,8192,0.5,26,2,0.7912362813949585,,0.6575581431388855,1
mistral_7b_instruct_v03,8192,0.5,26,4,0.7670863270759583,,0.6252686977386475,1
mistral_7b_instruct_v03,8192,0.5,26,8,0.7552569508552551,,0.6096896529197693,1
mistral_7b_instruct_v03,8192,0.5,26,16,0.7452003359794617,,0.5969033241271973,1
mistral_7b_instruct_v03,8192,0.5,26,32,0.7340512275695801,,0.5836095213890076,1
mistral_7b_instruct_v03,8192,0.5,26,64,0.7181710600852966,,0.5653348565101624,1
mistral_7b_instruct_v03,8192,0.5,26,128,0.693780779838562,,0.5386339426040649,1
mistral_7b_instruct_v03,8192,0.5,26,256,0.6707541346549988,,0.5169565081596375,1
mistral_7b_instruct_v03,8192,0.5,26,512,0.6244503259658813,,0.4739176332950592,1
mistral_7b_instruct_v03,8192,0.5,26,1024,0.5627073049545288,,0.4235513210296631,1
mistral_7b_instruct_v03,8192,0.5,27,1,0.846489667892456,,0.735170304775238,1
mistral_7b_instruct_v03,8192,0.5,27,2,0.8060859441757202,,0.6766649484634399,1
mistral_7b_instruct_v03,8192,0.5,27,4,0.7766796350479126,,0.6365554332733154,1
mistral_7b_instruct_v03,8192,0.5,27,8,0.7679328918457031,,0.624995231628418,1
mistral_7b_instruct_v03,8192,0.5,27,16,0.7512527108192444,,0.6036349534988403,1
mistral_7b_instruct_v03,8192,0.5,27,32,0.7406582236289978,,0.5908046960830688,1
mistral_7b_instruct_v03,8192,0.5,27,64,0.7173387408256531,,0.5632636547088623,1
mistral_7b_instruct_v03,8192,0.5,27,128,0.6776428818702698,,0.518690824508667,1
mistral_7b_instruct_v03,8192,0.5,27,256,0.6632051467895508,,0.5072182416915894,1
mistral_7b_instruct_v03,8192,0.5,27,512,0.6016493439674377,,0.4481526911258697,1
mistral_7b_instruct_v03,8192,0.5,27,1024,0.5448468327522278,,0.40408855676651,1
mistral_7b_instruct_v03,8192,0.5,28,1,0.8314674496650696,,0.7146056294441223,1
mistral_7b_instruct_v03,8192,0.5,28,2,0.7928361892700195,,0.6600800156593323,1
mistral_7b_instruct_v03,8192,0.5,28,4,0.7674932479858398,,0.6262537837028503,1
mistral_7b_instruct_v03,8192,0.5,28,8,0.751207172870636,,0.604849636554718,1
mistral_7b_instruct_v03,8192,0.5,28,16,0.7377863526344299,,0.5877587795257568,1
mistral_7b_instruct_v03,8192,0.5,28,32,0.722597062587738,,0.569617748260498,1
mistral_7b_instruct_v03,8192,0.5,28,64,0.7037246227264404,,0.5479722619056702,1
mistral_7b_instruct_v03,8192,0.5,28,128,0.6809481382369995,,0.5236912965774536,1
mistral_7b_instruct_v03,8192,0.5,28,256,0.6516364216804504,,0.4951468408107757,1
mistral_7b_instruct_v03,8192,0.5,28,512,0.6072745323181152,,0.4551905393600464,1
mistral_7b_instruct_v03,8192,0.5,28,1024,0.5442437529563904,,0.4041132926940918,1
mistral_7b_instruct_v03,8192,0.5,29,1,0.8301457762718201,,0.711826741695404,1
mistral_7b_instruct_v03,8192,0.5,29,2,0.7844930291175842,,0.647809624671936,1
mistral_7b_instruct_v03,8192,0.5,29,4,0.7523720264434814,,0.6056633591651917,1
mistral_7b_instruct_v03,8192,0.5,29,8,0.7421485781669617,,0.5926905274391174,1
mistral_7b_instruct_v03,8192,0.5,29,16,0.7282922267913818,,0.5754632353782654,1
mistral_7b_instruct_v03,8192,0.5,29,32,0.7197312712669373,,0.5656651258468628,1
mistral_7b_instruct_v03,8192,0.5,29,64,0.7016089558601379,,0.5449699759483337,1
mistral_7b_instruct_v03,8192,0.5,29,128,0.6727482676506042,,0.5137913823127747,1
mistral_7b_instruct_v03,8192,0.5,29,256,0.6463003158569336,,0.4887521862983703,1
mistral_7b_instruct_v03,8192,0.5,29,512,0.600886881351471,,0.4479195177555084,1
mistral_7b_instruct_v03,8192,0.5,29,1024,0.5353726744651794,,0.3946556150913238,1
mistral_7b_instruct_v03,8192,0.5,30,1,0.8048338294029236,,0.6768152713775635,1
mistral_7b_instruct_v03,8192,0.5,30,2,0.7563851475715637,,0.6121705770492554,1
mistral_7b_instruct_v03,8192,0.5,30,4,0.7286310195922852,,0.5772073268890381,1
mistral_7b_instruct_v03,8192,0.5,30,8,0.713999330997467,,0.5591154098510742,1
mistral_7b_instruct_v03,8192,0.5,30,16,0.7041341662406921,,0.5472669005393982,1
mistral_7b_instruct_v03,8192,0.5,30,32,0.688593327999115,,0.5294451117515564,1
mistral_7b_instruct_v03,8192,0.5,30,64,0.6779863834381104,,0.5184458494186401,1
mistral_7b_instruct_v03,8192,0.5,30,128,0.6513976454734802,,0.4906663000583648,1
mistral_7b_instruct_v03,8192,0.5,30,256,0.6284316182136536,,0.4699402749538421,1
mistral_7b_instruct_v03,8192,0.5,30,512,0.5796093344688416,,0.426105260848999,1
mistral_7b_instruct_v03,8192,0.5,30,1024,0.5141274929046631,,0.3737757802009582,1
mistral_7b_instruct_v03,8192,0.5,31,1,0.8272537589073181,,0.7080070376396179,1
mistral_7b_instruct_v03,8192,0.5,31,2,0.7872333526611328,,0.652154803276062,1
mistral_7b_instruct_v03,8192,0.5,31,4,0.766078531742096,,0.6241542100906372,1
mistral_7b_instruct_v03,8192,0.5,31,8,0.7532238364219666,,0.6073545813560486,1
mistral_7b_instruct_v03,8192,0.5,31,16,0.745468258857727,,0.5975543856620789,1
mistral_7b_instruct_v03,8192,0.5,31,32,0.7341840267181396,,0.5841553807258606,1
mistral_7b_instruct_v03,8192,0.5,31,64,0.7183041572570801,,0.5657743811607361,1
mistral_7b_instruct_v03,8192,0.5,31,128,0.6979427933692932,,0.5439660549163818,1
mistral_7b_instruct_v03,8192,0.5,31,256,0.6726954579353333,,0.5194255709648132,1
mistral_7b_instruct_v03,8192,0.5,31,512,0.627159059047699,,0.47715625166893,1
mistral_7b_instruct_v03,8192,0.5,31,1024,0.5565081834793091,,0.416978120803833,1
mistral_7b_instruct_v03,8192,0.7,0,1,0.8872287273406982,,0.8034193515777588,1
mistral_7b_instruct_v03,8192,0.7,0,2,0.856095552444458,,0.7543739080429077,1
mistral_7b_instruct_v03,8192,0.7,0,4,0.8394337892532349,,0.7286348342895508,1
mistral_7b_instruct_v03,8192,0.7,0,8,0.8483879566192627,,0.7423962354660034,1
mistral_7b_instruct_v03,8192,0.7,0,16,0.8344525694847107,,0.7213298678398132,1
mistral_7b_instruct_v03,8192,0.7,0,32,0.8429237008094788,,0.7351958155632019,1
mistral_7b_instruct_v03,8192,0.7,0,64,0.8187180757522583,,0.7012979984283447,1
mistral_7b_instruct_v03,8192,0.7,0,128,0.7875091433525085,,0.6606741547584534,1
mistral_7b_instruct_v03,8192,0.7,0,256,0.7644407153129578,,0.6364298462867737,1
mistral_7b_instruct_v03,8192,0.7,0,512,0.6886860728263855,,0.5506365299224854,1
mistral_7b_instruct_v03,8192,0.7,0,1024,0.6150116920471191,,0.4828107953071594,1
mistral_7b_instruct_v03,8192,0.7,1,1,0.8481143712997437,,0.7377057075500488,1
mistral_7b_instruct_v03,8192,0.7,1,2,0.7702397108078003,,0.6275368928909302,1
mistral_7b_instruct_v03,8192,0.7,1,4,0.7086624503135681,,0.5496164560317993,1
mistral_7b_instruct_v03,8192,0.7,1,8,0.701240062713623,,0.540705680847168,1
mistral_7b_instruct_v03,8192,0.7,1,16,0.6622537970542908,,0.4961130917072296,1
mistral_7b_instruct_v03,8192,0.7,1,32,0.673743724822998,,0.5097959041595459,1
mistral_7b_instruct_v03,8192,0.7,1,64,0.6391825675964355,,0.4724984467029571,1
mistral_7b_instruct_v03,8192,0.7,1,128,0.5761303305625916,,0.4088978469371795,1
mistral_7b_instruct_v03,8192,0.7,1,256,0.5919994711875916,,0.4290584027767181,1
mistral_7b_instruct_v03,8192,0.7,1,512,0.4946804046630859,,0.3411178588867187,1
mistral_7b_instruct_v03,8192,0.7,1,1024,0.4382243752479553,,0.3010344505310058,1
mistral_7b_instruct_v03,8192,0.7,2,1,0.8127118349075317,,0.688130795955658,1
mistral_7b_instruct_v03,8192,0.7,2,2,0.7543764114379883,,0.6086004376411438,1
mistral_7b_instruct_v03,8192,0.7,2,4,0.7146081924438477,,0.5580746531486511,1
mistral_7b_instruct_v03,8192,0.7,2,8,0.6884769201278687,,0.5269166231155396,1
mistral_7b_instruct_v03,8192,0.7,2,16,0.6634995937347412,,0.4984121024608612,1
mistral_7b_instruct_v03,8192,0.7,2,32,0.6417114734649658,,0.4748586416244507,1
mistral_7b_instruct_v03,8192,0.7,2,64,0.6247431039810181,,0.4576388597488403,1
mistral_7b_instruct_v03,8192,0.7,2,128,0.5647350549697876,,0.3980711698532104,1
mistral_7b_instruct_v03,8192,0.7,2,256,0.5504705309867859,,0.3877875506877899,1
mistral_7b_instruct_v03,8192,0.7,2,512,0.4835093915462494,,0.3312048017978668,1
mistral_7b_instruct_v03,8192,0.7,2,1024,0.4305579960346222,,0.2945002913475036,1
mistral_7b_instruct_v03,8192,0.7,3,1,0.8344163298606873,,0.7205367088317871,1
mistral_7b_instruct_v03,8192,0.7,3,2,0.7849025130271912,,0.6500845551490784,1
mistral_7b_instruct_v03,8192,0.7,3,4,0.7479585409164429,,0.6005266308784485,1
mistral_7b_instruct_v03,8192,0.7,3,8,0.7260352969169617,,0.5727276802062988,1
mistral_7b_instruct_v03,8192,0.7,3,16,0.7064769864082336,,0.5491419434547424,1
mistral_7b_instruct_v03,8192,0.7,3,32,0.6884262561798096,,0.5283503532409668,1
mistral_7b_instruct_v03,8192,0.7,3,64,0.6638122200965881,,0.5012423396110535,1
mistral_7b_instruct_v03,8192,0.7,3,128,0.6252702474594116,,0.461025059223175,1
mistral_7b_instruct_v03,8192,0.7,3,256,0.60843425989151,,0.4473712742328644,1
mistral_7b_instruct_v03,8192,0.7,3,512,0.5323529839515686,,0.3776801526546478,1
mistral_7b_instruct_v03,8192,0.7,3,1024,0.4557698965072632,,0.3174824714660644,1
mistral_7b_instruct_v03,8192,0.7,4,1,0.8324280381202698,,0.7197911739349365,1
mistral_7b_instruct_v03,8192,0.7,4,2,0.7903154492378235,,0.6598228812217712,1
mistral_7b_instruct_v03,8192,0.7,4,4,0.7626491785049438,,0.6217479705810547,1
mistral_7b_instruct_v03,8192,0.7,4,8,0.7453618049621582,,0.5989230871200562,1
mistral_7b_instruct_v03,8192,0.7,4,16,0.7306346893310547,,0.5803431272506714,1
mistral_7b_instruct_v03,8192,0.7,4,32,0.7019352316856384,,0.5456964373588562,1
mistral_7b_instruct_v03,8192,0.7,4,64,0.6787604689598083,,0.5197475552558899,1
mistral_7b_instruct_v03,8192,0.7,4,128,0.6553336381912231,,0.4952158629894256,1
mistral_7b_instruct_v03,8192,0.7,4,256,0.6154025197029114,,0.4559487402439117,1
mistral_7b_instruct_v03,8192,0.7,4,512,0.5553469061851501,,0.4012090265750885,1
mistral_7b_instruct_v03,8192,0.7,4,1024,0.4738432765007019,,0.3349969387054443,1
mistral_7b_instruct_v03,8192,0.7,5,1,0.8275731801986694,,0.7106941938400269,1
mistral_7b_instruct_v03,8192,0.7,5,2,0.7792712450027466,,0.6435059309005737,1
mistral_7b_instruct_v03,8192,0.7,5,4,0.7333019375801086,,0.583138108253479,1
mistral_7b_instruct_v03,8192,0.7,5,8,0.6929672956466675,,0.533990740776062,1
mistral_7b_instruct_v03,8192,0.7,5,16,0.7050545811653137,,0.5481241941452026,1
mistral_7b_instruct_v03,8192,0.7,5,32,0.6739625334739685,,0.5123448371887207,1
mistral_7b_instruct_v03,8192,0.7,5,64,0.6393746137619019,,0.4750342071056366,1
mistral_7b_instruct_v03,8192,0.7,5,128,0.6007891297340393,,0.4358519911766052,1
mistral_7b_instruct_v03,8192,0.7,5,256,0.5613536238670349,,0.3998683094978332,1
mistral_7b_instruct_v03,8192,0.7,5,512,0.504745602607727,,0.3516581952571869,1
mistral_7b_instruct_v03,8192,0.7,5,1024,0.435901403427124,,0.300031840801239,1
mistral_7b_instruct_v03,8192,0.7,6,1,0.8043002486228943,,0.6793323159217834,1
mistral_7b_instruct_v03,8192,0.7,6,2,0.7552996277809143,,0.6133846044540405,1
mistral_7b_instruct_v03,8192,0.7,6,4,0.7233982682228088,,0.572094202041626,1
mistral_7b_instruct_v03,8192,0.7,6,8,0.7066601514816284,,0.5511224269866943,1
mistral_7b_instruct_v03,8192,0.7,6,16,0.6952636241912842,,0.5376439690589905,1
mistral_7b_instruct_v03,8192,0.7,6,32,0.672618567943573,,0.5116078853607178,1
mistral_7b_instruct_v03,8192,0.7,6,64,0.652869701385498,,0.4905509650707245,1
mistral_7b_instruct_v03,8192,0.7,6,128,0.6181057095527649,,0.4545097053050995,1
mistral_7b_instruct_v03,8192,0.7,6,256,0.5858410596847534,,0.4249934554100036,1
mistral_7b_instruct_v03,8192,0.7,6,512,0.5289127826690674,,0.3750691413879394,1
mistral_7b_instruct_v03,8192,0.7,6,1024,0.4499593377113342,,0.3127933740615845,1
mistral_7b_instruct_v03,8192,0.7,7,1,0.8036324977874756,,0.6777794361114502,1
mistral_7b_instruct_v03,8192,0.7,7,2,0.7634310126304626,,0.6231117248535156,1
mistral_7b_instruct_v03,8192,0.7,7,4,0.735897958278656,,0.587077796459198,1
mistral_7b_instruct_v03,8192,0.7,7,8,0.7168970704078674,,0.5632756352424622,1
mistral_7b_instruct_v03,8192,0.7,7,16,0.701113224029541,,0.5443510413169861,1
mistral_7b_instruct_v03,8192,0.7,7,32,0.6821853518486023,,0.5226900577545166,1
mistral_7b_instruct_v03,8192,0.7,7,64,0.6601611971855164,,0.4987859427928924,1
mistral_7b_instruct_v03,8192,0.7,7,128,0.6321762204170227,,0.4699244499206543,1
mistral_7b_instruct_v03,8192,0.7,7,256,0.5841845273971558,,0.4234493374824524,1
mistral_7b_instruct_v03,8192,0.7,7,512,0.5157365798950195,,0.3624506890773773,1
mistral_7b_instruct_v03,8192,0.7,7,1024,0.4294155836105346,,0.2942562103271484,1
mistral_7b_instruct_v03,8192,0.7,8,1,0.8284712433815002,,0.7119759321212769,1
mistral_7b_instruct_v03,8192,0.7,8,2,0.7870925068855286,,0.6537917852401733,1
mistral_7b_instruct_v03,8192,0.7,8,4,0.7526767253875732,,0.6077282428741455,1
mistral_7b_instruct_v03,8192,0.7,8,8,0.730501651763916,,0.579094409942627,1
mistral_7b_instruct_v03,8192,0.7,8,16,0.7081600427627563,,0.5519490838050842,1
mistral_7b_instruct_v03,8192,0.7,8,32,0.6818750500679016,,0.5214449167251587,1
mistral_7b_instruct_v03,8192,0.7,8,64,0.6547802090644836,,0.4917787313461303,1
mistral_7b_instruct_v03,8192,0.7,8,128,0.6170392632484436,,0.4527856111526489,1
mistral_7b_instruct_v03,8192,0.7,8,256,0.5815383195877075,,0.4201393127441406,1
mistral_7b_instruct_v03,8192,0.7,8,512,0.5056442618370056,,0.3525247573852539,1
mistral_7b_instruct_v03,8192,0.7,8,1024,0.4223519563674927,,0.2879610657691955,1
mistral_7b_instruct_v03,8192,0.7,9,1,0.8131995797157288,,0.6910684704780579,1
mistral_7b_instruct_v03,8192,0.7,9,2,0.7728932499885559,,0.6366170048713684,1
mistral_7b_instruct_v03,8192,0.7,9,4,0.7400572299957275,,0.5939163565635681,1
mistral_7b_instruct_v03,8192,0.7,9,8,0.7178509831428528,,0.5660192370414734,1
mistral_7b_instruct_v03,8192,0.7,9,16,0.7037817239761353,,0.5489323139190674,1
mistral_7b_instruct_v03,8192,0.7,9,32,0.6842684745788574,,0.5264666080474854,1
mistral_7b_instruct_v03,8192,0.7,9,64,0.6649664640426636,,0.5054593682289124,1
mistral_7b_instruct_v03,8192,0.7,9,128,0.6375023722648621,,0.4769831895828247,1
mistral_7b_instruct_v03,8192,0.7,9,256,0.5958070755004883,,0.4368135631084442,1
mistral_7b_instruct_v03,8192,0.7,9,512,0.5274165272712708,,0.3746691644191742,1
mistral_7b_instruct_v03,8192,0.7,9,1024,0.4238247871398926,,0.2900748550891876,1
mistral_7b_instruct_v03,8192,0.7,10,1,0.8356627225875854,,0.721086859703064,1
mistral_7b_instruct_v03,8192,0.7,10,2,0.796442449092865,,0.6653710603713989,1
mistral_7b_instruct_v03,8192,0.7,10,4,0.7607995271682739,,0.6174815893173218,1
mistral_7b_instruct_v03,8192,0.7,10,8,0.7353572249412537,,0.584902822971344,1
mistral_7b_instruct_v03,8192,0.7,10,16,0.720993161201477,,0.5671553015708923,1
mistral_7b_instruct_v03,8192,0.7,10,32,0.6933496594429016,,0.5345584750175476,1
mistral_7b_instruct_v03,8192,0.7,10,64,0.6675947904586792,,0.5060854554176331,1
mistral_7b_instruct_v03,8192,0.7,10,128,0.6322583556175232,,0.4690240919589996,1
mistral_7b_instruct_v03,8192,0.7,10,256,0.5933457612991333,,0.4321500957012176,1
mistral_7b_instruct_v03,8192,0.7,10,512,0.5226447582244873,,0.368539422750473,1
mistral_7b_instruct_v03,8192,0.7,10,1024,0.432974100112915,,0.2969826459884643,1
mistral_7b_instruct_v03,8192,0.7,11,1,0.8007696866989136,,0.6733297109603882,1
mistral_7b_instruct_v03,8192,0.7,11,2,0.752588152885437,,0.6108387112617493,1
mistral_7b_instruct_v03,8192,0.7,11,4,0.7113034725189209,,0.5592955946922302,1
mistral_7b_instruct_v03,8192,0.7,11,8,0.6847048997879028,,0.526940107345581,1
mistral_7b_instruct_v03,8192,0.7,11,16,0.6655584573745728,,0.5048919916152954,1
mistral_7b_instruct_v03,8192,0.7,11,32,0.6447264552116394,,0.4824762642383575,1
mistral_7b_instruct_v03,8192,0.7,11,64,0.6254810094833374,,0.4627977311611175,1
mistral_7b_instruct_v03,8192,0.7,11,128,0.6009656190872192,,0.4384962320327759,1
mistral_7b_instruct_v03,8192,0.7,11,256,0.5595506429672241,,0.4003861546516418,1
mistral_7b_instruct_v03,8192,0.7,11,512,0.4962237775325775,,0.3453385829925537,1
mistral_7b_instruct_v03,8192,0.7,11,1024,0.4076506495475769,,0.2765145897865295,1
mistral_7b_instruct_v03,8192,0.7,12,1,0.7442305684089661,,0.5973249077796936,1
mistral_7b_instruct_v03,8192,0.7,12,2,0.6942105889320374,,0.5372791886329651,1
mistral_7b_instruct_v03,8192,0.7,12,4,0.6555532217025757,,0.4931024312973022,1
mistral_7b_instruct_v03,8192,0.7,12,8,0.6257907152175903,,0.4608663022518158,1
mistral_7b_instruct_v03,8192,0.7,12,16,0.5998179912567139,,0.4335114955902099,1
mistral_7b_instruct_v03,8192,0.7,12,32,0.5750457644462585,,0.4089495241641998,1
mistral_7b_instruct_v03,8192,0.7,12,64,0.5548211336135864,,0.3900942206382751,1
mistral_7b_instruct_v03,8192,0.7,12,128,0.5290971398353577,,0.3667797446250915,1
mistral_7b_instruct_v03,8192,0.7,12,256,0.4948762357234955,,0.3385368883609772,1
mistral_7b_instruct_v03,8192,0.7,12,512,0.4301605522632599,,0.2862652540206909,1
mistral_7b_instruct_v03,8192,0.7,12,1024,0.3302268385887146,,0.2127561867237091,1
mistral_7b_instruct_v03,8192,0.7,13,1,0.8109636902809143,,0.6868992447853088,1
mistral_7b_instruct_v03,8192,0.7,13,2,0.7686847448348999,,0.6302347183227539,1
mistral_7b_instruct_v03,8192,0.7,13,4,0.7286656498908997,,0.5790313482284546,1
mistral_7b_instruct_v03,8192,0.7,13,8,0.6969441175460815,,0.5401653051376343,1
mistral_7b_instruct_v03,8192,0.7,13,16,0.6673020720481873,,0.5055307149887085,1
mistral_7b_instruct_v03,8192,0.7,13,32,0.6380301713943481,,0.4735230803489685,1
mistral_7b_instruct_v03,8192,0.7,13,64,0.60939621925354,,0.4438795149326324,1
mistral_7b_instruct_v03,8192,0.7,13,128,0.5709549188613892,,0.4064754843711853,1
mistral_7b_instruct_v03,8192,0.7,13,256,0.5283969640731812,,0.3688987195491791,1
mistral_7b_instruct_v03,8192,0.7,13,512,0.4575333595275879,,0.3093191683292389,1
mistral_7b_instruct_v03,8192,0.7,13,1024,0.3641046285629272,,0.239128977060318,1
mistral_7b_instruct_v03,8192,0.7,14,1,0.7813957333564758,,0.647233247756958,1
mistral_7b_instruct_v03,8192,0.7,14,2,0.717852771282196,,0.5680183172225952,1
mistral_7b_instruct_v03,8192,0.7,14,4,0.6648883819580078,,0.506224513053894,1
mistral_7b_instruct_v03,8192,0.7,14,8,0.6326095461845398,,0.4701484143733978,1
mistral_7b_instruct_v03,8192,0.7,14,16,0.607905387878418,,0.4435769617557525,1
mistral_7b_instruct_v03,8192,0.7,14,32,0.5848129391670227,,0.4209127128124237,1
mistral_7b_instruct_v03,8192,0.7,14,64,0.5672888159751892,,0.4041858911514282,1
mistral_7b_instruct_v03,8192,0.7,14,128,0.5413075685501099,,0.3799270689487457,1
mistral_7b_instruct_v03,8192,0.7,14,256,0.5006314516067505,,0.3449890315532684,1
mistral_7b_instruct_v03,8192,0.7,14,512,0.4384267330169678,,0.2941314876079559,1
mistral_7b_instruct_v03,8192,0.7,14,1024,0.3477393388748169,,0.2273226678371429,1
mistral_7b_instruct_v03,8192,0.7,15,1,0.7987958788871765,,0.6711538434028625,1
mistral_7b_instruct_v03,8192,0.7,15,2,0.7547963261604309,,0.6132532358169556,1
mistral_7b_instruct_v03,8192,0.7,15,4,0.7133651375770569,,0.5620455145835876,1
mistral_7b_instruct_v03,8192,0.7,15,8,0.677315354347229,,0.5194792747497559,1
mistral_7b_instruct_v03,8192,0.7,15,16,0.6444606184959412,,0.4824676215648651,1
mistral_7b_instruct_v03,8192,0.7,15,32,0.6160233616828918,,0.4528449177742004,1
mistral_7b_instruct_v03,8192,0.7,15,64,0.5885273814201355,,0.4249164462089538,1
mistral_7b_instruct_v03,8192,0.7,15,128,0.555479109287262,,0.3937543034553528,1
mistral_7b_instruct_v03,8192,0.7,15,256,0.5175992846488953,,0.3607818186283111,1
mistral_7b_instruct_v03,8192,0.7,15,512,0.4519453942775726,,0.3061377704143524,1
mistral_7b_instruct_v03,8192,0.7,15,1024,0.3553215861320495,,0.2330463230609893,1
mistral_7b_instruct_v03,8192,0.7,16,1,0.7946560382843018,,0.6664182543754578,1
mistral_7b_instruct_v03,8192,0.7,16,2,0.7474910616874695,,0.6043338179588318,1
mistral_7b_instruct_v03,8192,0.7,16,4,0.7026276588439941,,0.5493232011795044,1
mistral_7b_instruct_v03,8192,0.7,16,8,0.6662534475326538,,0.5070421695709229,1
mistral_7b_instruct_v03,8192,0.7,16,16,0.6339684724807739,,0.4710012674331665,1
mistral_7b_instruct_v03,8192,0.7,16,32,0.606987714767456,,0.4433436989784241,1
mistral_7b_instruct_v03,8192,0.7,16,64,0.5833313465118408,,0.41949662566185,1
mistral_7b_instruct_v03,8192,0.7,16,128,0.5552312135696411,,0.3932828307151794,1
mistral_7b_instruct_v03,8192,0.7,16,256,0.5156571269035339,,0.3586839735507965,1
mistral_7b_instruct_v03,8192,0.7,16,512,0.4482148587703705,,0.3025788068771362,1
mistral_7b_instruct_v03,8192,0.7,16,1024,0.347308486700058,,0.226500853896141,1
mistral_7b_instruct_v03,8192,0.7,17,1,0.7692432403564453,,0.6316567063331604,1
mistral_7b_instruct_v03,8192,0.7,17,2,0.7097795605659485,,0.5571250319480896,1
mistral_7b_instruct_v03,8192,0.7,17,4,0.6612153053283691,,0.5003638863563538,1
mistral_7b_instruct_v03,8192,0.7,17,8,0.6299570798873901,,0.4654434025287628,1
mistral_7b_instruct_v03,8192,0.7,17,16,0.6064573526382446,,0.440251350402832,1
mistral_7b_instruct_v03,8192,0.7,17,32,0.5813460946083069,,0.4149721562862396,1
mistral_7b_instruct_v03,8192,0.7,17,64,0.5633967518806458,,0.3980108797550201,1
mistral_7b_instruct_v03,8192,0.7,17,128,0.53117436170578,,0.3684735298156738,1
mistral_7b_instruct_v03,8192,0.7,17,256,0.4943574965000152,,0.3376829326152801,1
mistral_7b_instruct_v03,8192,0.7,17,512,0.4330510199069977,,0.2885384559631347,1
mistral_7b_instruct_v03,8192,0.7,17,1024,0.3579164445400238,,0.2347804903984069,1
mistral_7b_instruct_v03,8192,0.7,18,1,0.778052568435669,,0.6430120468139648,1
mistral_7b_instruct_v03,8192,0.7,18,2,0.7234926819801331,,0.5726643800735474,1
mistral_7b_instruct_v03,8192,0.7,18,4,0.6812056303024292,,0.5222909450531006,1
mistral_7b_instruct_v03,8192,0.7,18,8,0.6522841453552246,,0.4894313514232635,1
mistral_7b_instruct_v03,8192,0.7,18,16,0.6289271116256714,,0.4636101722717285,1
