method,token_length,needle_depth,accuracy,samples,rouge_l_f1
chunkkv,2816,40,0.0,3,0.5361111062615741
chunkkv,2816,50,0.3333333333333333,3,0.4690268968934428
chunkkv,2816,60,0.3333333333333333,3,0.36433198327974964
chunkkv,2816,70,0.6666666666666666,3,0.7264516082508498
chunkkv,2816,80,1.0,3,0.7096774147762748
chunkkv,2816,90,1.0,3,0.7096774147762748
chunkkv,2816,100,0.0,3,0.25724637367893655
chunkkv,3072,0,0.3333333333333333,3,0.3679039807009689
chunkkv,3072,10,0.3333333333333333,3,0.38871201368242825
chunkkv,3072,20,0.0,3,0.36695446934648196
chunkkv,3072,30,0.3333333333333333,3,0.3137700193353931
chunkkv,3072,40,0.3333333333333333,3,0.3603049543528695
chunkkv,3072,50,0.3333333333333333,3,0.45125301259933864
chunkkv,3072,60,0.6666666666666666,3,0.5356182749550166
chunkkv,3072,70,0.6666666666666666,3,0.5131182749175166
chunkkv,3072,80,0.6666666666666666,3,0.501487069214061
chunkkv,3072,90,1.0,3,0.7096774147762748
chunkkv,3072,100,0.0,3,0.26086956294896035
chunkkv,3328,0,0.3333333333333333,3,0.354206193904023
chunkkv,3328,10,0.0,3,0.7499999953125
chunkkv,3328,20,0.0,3,0.47512708344026094
chunkkv,3328,30,1.0,3,0.7096774147762748
chunkkv,3328,40,0.6666666666666666,3,0.7231182749550165
chunkkv,3328,50,0.0,3,0.5266666619416668
chunkkv,3328,60,1.0,3,0.7096774147762748
chunkkv,3328,70,1.0,3,0.7096774147762748
chunkkv,3328,80,1.0,3,0.7096774147762748
chunkkv,3328,90,1.0,3,0.7096774147762748
chunkkv,3328,100,0.0,3,0.26086956294896035
chunkkv,3584,0,0.3333333333333333,3,0.45006676029586656
chunkkv,3584,10,0.0,3,0.3426315741228187
chunkkv,3584,20,0.0,3,0.5562671829235176
chunkkv,3584,30,0.0,3,0.25436866942287273
chunkkv,3584,40,0.3333333333333333,3,0.554586345970172
chunkkv,3584,50,0.0,3,0.49611223342014266
chunkkv,3584,60,0.3333333333333333,3,0.5300373959275122
chunkkv,3584,70,1.0,3,0.7096774147762748
chunkkv,3584,80,1.0,3,0.7096774147762748
chunkkv,3584,90,1.0,3,0.7096774147762748
chunkkv,3584,100,0.0,3,0.26086956294896035
chunkkv,3840,0,0.0,3,0.5408163217951721
chunkkv,3840,10,0.3333333333333333,3,0.47621055114553973
chunkkv,3840,20,0.3333333333333333,3,0.3699458230677226
chunkkv,3840,30,0.0,3,0.43150238338668157
chunkkv,3840,40,0.6666666666666666,3,0.5175627193158705
chunkkv,3840,50,0.6666666666666666,3,0.5500413518626842
chunkkv,3840,60,0.6666666666666666,3,0.5286738304527018
chunkkv,3840,70,0.6666666666666666,3,0.5156714663771816
chunkkv,3840,80,1.0,3,0.7096774147762748
chunkkv,3840,90,1.0,3,0.7096774147762748
chunkkv,3840,100,0.0,3,0.26086956294896035
chunkkv,4096,0,0.0,3,0.38496598162161777
chunkkv,4096,10,0.0,3,0.14997731943222825
chunkkv,4096,20,0.0,3,0.15058039753357885
chunkkv,4096,30,0.0,3,0.33510637815683014
chunkkv,4096,40,0.0,3,0.31155585772924305
chunkkv,4096,50,0.0,3,0.20060296357640842
